Date,Arrival tourism in Taiwan (person),Domestic GDP of Taiwan(millions),Tourism attractions # in Taiwan (sum),CPI of Taiwan (2011 as 100),Average exchange rate of Taiwan (US dollars),GNI of Taiwan (millions),NI of Taiwan (millions),National park # of Taiwan,National scenic area # of Taiwan,Government-owned recreational area # of Taiwan,Privately-owned recreational area # of Taiwan,International port inward & outward per ship,International Tourist Hotels room rate ($) in Taipei,Tourist Hotels room rate ($) in Taipei,Aircraft Movement daily average per plane,exchange rate 10 day buy in (NT$),exchange rate 10 day sell out (NT$),WTI oil price dollars per barrel (US$),Hong Kong CPI,Japan GDP,Japan population,Public expenditure total (NT$),Budget (NT$),National defence expenditure (NT$),Education & science & culture expenditure (NT$),Economy expediture (NT$),Social welfare (NT$),Community development & environment protection expediture (NT$),Retirement expenditure (NT$),Debt expenditure (NT$),Subsidy expenditure (NT$),Treatment adjustment expenditure (NT$),Other expenditure (NT$),Before budget (NT$),Special budget expenditure (NT$),Out of budget expenditure (NT$),Catering revenue (NT$),Restaurant revenue (NT$),Drinking revenue (NT$),Other catering revenue (NT$),International airline people,Hotel #,Hotel room #,Tourism hotel #,Tourism hotel room #,Train carrying #,Average train carrying daily people,Usage percentage of train,Train on-time rate,Train revenue (NT$),Composite retail revenue (NT$),Department revenue (NT$),Supermarket revenue (NT$),Convinent store revenue (NT$),Retail mall revenue (NT$),Other retail revenue (NT$),Food & drink retail revenue (NT$),Clothe retail revenue (NT$),Furniture trtail revenue (NT$),Drug & cosmetic retail revenue (NT$),Recreational retail revenue (NT$),Building material retail revenue (NT$),Fuel retail revenue (NT$),Technology retail revenue (NT$),Vehicle retail revenue (NT$),Other special retail revenue (NT$),No-storefront retail revenue (NT$),Two coast plane,Transit people,Intra-nation plane people
01/02/2012,525240,3589361,307,99.94,29.72,3733045,3093541,40,89,73,42,5323,4394,2931,468,29.308,29.439,102.2,133793,163442,56376,+0.4,118516.7,127561489,47955495,16769803,63845444,3234627,6640714,17562828,13219718,0,1094346,6253758,3556982,10223113,31610885,27149111,3250831,1210943,1964588,7087,167386,106,25333,17763,612532,65.01,95.31,1288441,"75,685,162 ","19,778,395 ","11,673,156 ","19,769,292 ","12,126,618 ","12,337,701 ","34,974,924 ","21,583,403 ","23,863,931 ","13,369,181 ","9,349,697 ","4,499,395 ","23,192,218 ","28,685,941 ","34,938,916 ","4,247,299 ","13,540,096 ",637676,13805,653404
01/03/2012,693185,3589361,307,100.06,29.72,3733045,3093541,40,89,73,42,6072,4394,2931,477,29.434,29.566,106.16,152227,253205,81723,+0.4,118516.7,127561489,53651154,21840811,51773277,4391736,5000380,20979816,6309075,0,1723814,15753595,6339349,6891209,31626130,26824544,3420928,1380658,2141299,7108,167429,107,25437,17928,578337,64.13,96.51,1335457,"76,585,945 ","17,959,119 ","11,881,253 ","21,271,066 ","13,029,542 ","12,444,965 ","35,600,919 ","21,092,542 ","24,410,772 ","13,941,590 ","8,985,884 ","4,512,961 ","25,143,217 ","28,353,250 ","46,435,985 ","4,563,289 ","15,124,640 ",770012,19447,747646
01/04/2012,691086,3553329,307,100.99,29.66,3666458,3044299,40,89,73,42,6055,4394,2931,491,29.074,29.206,103.32,110313,278715,109590,+0.3,118014.4,127561489,49197324,29542396,34557942,4963883,4033436,1953804,11176919,0,856225,12147325,5445808,14846989,31464311,26694344,3288824,1481143,2258806,7138,168045,107,25437,18689,622981,65.86,94.96,1324938,"81,757,564 ","23,353,689 ","12,016,412 ","21,249,731 ","12,364,683 ","12,773,049 ","35,360,238 ","21,565,326 ","24,954,152 ","14,374,963 ","9,132,994 ","4,577,705 ","24,313,167 ","29,595,174 ","41,570,807 ","4,990,761 ","14,274,867 ",809704,30450,961942
01/05/2012,599098,3553329,307,101.49,29.66,3666458,3044299,40,89,73,42,6319,4394,2931,484,29.772,29.904,94.65,116228,228607,74705,+0.3,118014.4,127561489,45799821,24145239,38498314,5608937,5458946,6017998,7526314,0,579705,14654819,5108665,48063641,33793634,28935494,3327795,1530345,2154737,7176,167966,107,25424,18030,581628,63.81,94.9,1313290,"83,357,143 ","22,296,242 ","12,500,781 ","22,940,253 ","12,809,968 ","12,809,899 ","36,338,054 ","21,493,406 ","24,922,830 ","14,868,397 ","9,224,342 ","4,468,994 ","25,543,351 ","29,302,192 ","46,005,848 ","5,138,054 ","14,466,773 ",778830,22375,1075631
01/06/2012,607778,3553329,307,102.14,29.66,3666458,3044299,40,89,73,42,5897,4394,2931,494,29.803,29.935,82.3,108434,199642,107986,+0.2,118014.4,127561489,50245162,21230065,48652664,5421766,59188516,2541197,4315380,0,463715,14314819,6525872,51175000,32884762,27812864,3510282,1561616,2302449,7200,168705,107,25427,17029,567624,64.64,94.31,1298598,"80,479,390 ","18,631,124 ","12,773,384 ","23,013,095 ","13,387,187 ","12,674,600 ","33,513,613 ","20,964,124 ","24,408,255 ","14,195,972 ","8,962,839 ","4,204,892 ","23,875,862 ","31,115,367 ","45,331,570 ","5,223,285 ","14,115,891 ",738019,24522,959485
01/07/2012,592449,3766640,307,102.53,29.87,3855189,3170802,40,89,73,42,6441,4394,2931,507,29.908,30.04,87.9,101333,235447,94150,-0.7,115701,127561489,67331342,25600777,80890001,5539816,33366783,9597720,10293807,0,646960,9582376,5378931,21351223,34404928,29288450,3711643,1404835,2503066,7253,169255,108,25541,19076,615356,72.04,95.02,1503574,"86,133,659 ","21,577,253 ","13,099,876 ","24,213,518 ","14,539,877 ","12,703,135 ","35,411,422 ","22,114,850 ","25,432,051 ","14,558,247 ","9,288,602 ","4,278,866 ","26,395,174 ","33,775,461 ","50,791,140 ","5,129,615 ","14,546,072 ",825259,22760,1276611
01/08/2012,607122,3766640,307,103.53,29.87,3855189,3170802,40,89,73,42,5758,4394,2931,499,29.859,29.991,94.13,130982,205002,104590,-0.7,115701,127561489,47409440,25101464,37650769,4955675,4823998,12059257,4775645,0,995548,9186856,6093351,14406673,33955446,29009430,3577170,1368846,2496793,7287,169392,108,25539,18392,593287,68.14,93.42,1381001,"88,391,163 ","19,138,508 ","15,073,468 ","23,907,998 ","17,505,593 ","12,765,596 ","37,124,028 ","20,831,662 ","25,370,323 ","14,517,487 ","9,228,187 ","4,099,380 ","26,963,335 ","30,415,022 ","38,664,075 ","4,892,042 ","14,990,545 ",773365,27735,1009969
01/09/2012,550901,3766640,307,103.19,29.87,3855189,3170802,40,89,73,42,6203,4394,2931,493,29.225,29.356,94.51,121459,185922,78714,-0.6,115701,127561489,58026039,23949063,37622011,5641468,2845068,16351114,2729820,0,1160459,6219318,5969450,7794074,32192237,27344268,3457312,1390657,2121253,7342,169902,108,25527,18579,619292,67.43,95.15,1354468,"80,328,623 ","19,170,038 ","12,235,045 ","22,578,479 ","13,885,021 ","12,460,040 ","37,947,694 ","21,857,788 ","24,753,460 ","14,445,848 ","8,948,451 ","3,639,418 ","26,819,450 ","29,896,631 ","35,388,222 ","4,785,215 ","14,686,769 ",681518,20930,865586
01/10/2012,610342,3777587,307,103.12,29.21,3886416,3184466,40,89,73,42,6364,4394,2931,497,29.14,29.271,89.49,117996,224872,71370,+1.2,123099.5,127561489,49210363,25476170,34860216,6720934,4973931,5148946,5335054,0,2522365,6909470,4065679,15260441,31859279,26888431,3547330,1423518,2224707,7359,170907,108,25527,19456,627603,66.45,95.62,1359686,"95,449,256 ","35,129,147 ","12,126,917 ","22,464,976 ","12,789,489 ","12,938,727 ","37,372,206 ","24,908,552 ","26,450,464 ","15,911,514 ","9,323,622 ","3,834,401 ","26,896,962 ","28,522,551 ","39,094,427 ","5,013,519 ","15,500,268 ",759511,23363,869246
01/11/2012,671617,3777587,307,102.34,29.21,3886416,3184466,40,89,73,42,6044,4394,2931,505,28.984,29.116,86.53,125948,242967,74786,+1.3,123099.5,127561489,40795631,29468546,33151238,6483545,1374663,9414422,4691105,0,1641862,7155268,8951783,24089258,30618016,25772059,3448696,1397261,2195706,7394,171015,108,25517,18241,608027,65.38,93.73,1294246,"88,171,307 ","29,527,327 ","12,088,025 ","21,577,475 ","12,671,327 ","12,307,153 ","35,905,422 ","23,978,226 ","25,026,663 ","14,207,073 ","8,918,204 ","3,804,144 ","25,146,025 ","28,503,786 ","42,200,581 ","4,680,330 ","15,258,091 ",776519,25607,737501
01/12/2012,702588,3777587,307,102.59,29.21,3886416,3184466,40,89,73,42,6081,4394,2931,516,28.966,29.098,87.86,120024,228175,98009,+1.2,123099.5,127561489,50595513,54819156,47873792,9476405,-981214,6321844,2829133,0,5997315,16492205,8269450,87218037,34485158,29374678,3645737,1464743,2334652,7417,170695,108,25517,19230,620322,65.78,94.11,1242098,"89,030,575 ","25,756,212 ","12,628,166 ","22,197,935 ","14,969,843 ","13,478,419 ","39,170,917 ","24,534,772 ","27,310,286 ","14,972,470 ","9,932,325 ","4,194,543 ","25,369,411 ","32,933,496 ","47,193,932 ","4,804,423 ","16,746,113 ",737026,30265,680401
01/01/2013,527096,3682257,306,102.41,29.55,3821912,3219818,40,90,77,39,6425,4713,3133,532,29.463,29.595,94.76,108872,195388,56650,+0.3,117820.5,127338621,105244518,35530871,111319512,5723985,82068282,15194999,14662480,0,1018186,3759204,21780879,23169356,33247283,28597828,3310550,1338905,2165988,7452,171035,109,25717,18388,593165,62.18,94.75,1282577,"85,216,572 ","21,545,351 ","12,601,147 ","21,999,453 ","16,096,452 ","12,974,169 ","38,895,477 ","22,178,771 ","24,838,598 ","13,260,788 ","8,734,369 ","4,606,907 ","25,992,015 ","33,361,982 ","52,276,685 ","4,453,399 ","17,247,960 ",647851,33469,621340
01/02/2013,572156,3682257,306,102.9,29.55,3821912,3219818,40,90,77,39,4809,4713,3133,543,29.593,29.724,95.31,103581,216021,83787,+0.4,117820.5,127338621,43054832,15040453,25135811,4370591,5468082,19620484,3923380,0,695131,10478578,2181131,9227329,34817898,30004533,3646343,1167022,2321652,7519,172205,109,25717,18173,649049,71.37,94.31,1482575,"88,886,400 ","24,113,251 ","12,481,075 ","21,820,386 ","16,455,046 ","14,016,642 ","39,240,900 ","22,833,875 ","24,415,810 ","13,513,529 ","9,185,176 ","5,183,726 ","23,018,906 ","29,997,683 ","32,455,257 ","4,100,701 ","13,628,541 ",741379,26063,798278
01/03/2013,759233,3682257,306,101.42,29.55,3821912,3219818,40,90,77,39,6500,4713,3133,516,29.751,29.883,92.94,149824,269455,113443,+0.4,117820.5,127338621,47019725,18507475,45768714,5002233,4875078,20931068,4777695,0,1199370,10700317,2027672,10857575,32784957,27674489,3676092,1434376,2475567,7571,172889,109,25717,19699,635437,66.95,94.96,1382548,"78,740,384 ","18,771,683 ","11,987,514 ","22,485,386 ","12,712,133 ","12,783,668 ","36,825,694 ","20,633,804 ","21,327,664 ","14,376,503 ","8,529,469 ","4,254,591 ","25,349,202 ","26,205,784 ","42,223,083 ","4,734,871 ","15,551,336 ",800470,35489,722968
01/04/2013,691501,3707831,306,102.05,29.95,3780082,3179998,40,90,77,39,6419,4713,3133,524,29.462,29.594,92.02,102742,298059,84134,+0.6,118925,127338621,54075459,24658776,38891720,4971339,4300475,3628686,6844860,0,861390,11851286,2950328,15486621,30552336,25350853,3703545,1497938,2460007,7606,173384,110,25812,18658,621927,67.15,94.36,1418727,"82,593,961 ","23,123,332 ","12,158,346 ","22,073,116 ","12,383,906 ","12,855,261 ","36,386,751 ","19,958,870 ","24,347,337 ","14,732,803 ","8,694,233 ","4,251,585 ","25,160,803 ","29,148,685 ","43,075,239 ","4,384,241 ","15,758,842 ",823974,28766,889448
01/05/2013,617943,3707831,306,102.24,29.95,3780082,3179998,40,90,77,39,6667,4713,3133,522,29.852,29.984,94.51,103804,217260,96701,+0.4,118925,127338621,42597703,22960592,34930392,5519903,8063922,6028042,5686043,0,864891,15328527,3563846,87193337,33653750,28384962,3804338,1464450,2321333,7647,174240,110,25839,19021,613573,64.92,94.21,1329721,"85,066,062 ","22,631,905 ","12,974,454 ","23,424,118 ","13,557,870 ","12,477,715 ","37,581,980 ","20,766,895 ","23,524,254 ","14,432,638 ","8,863,181 ","4,331,565 ","25,056,376 ","30,689,602 ","44,564,307 ","4,546,825 ","16,543,535 ",690858,30416,968931
01/06/2013,637577,3707831,306,102.75,29.95,3780082,3179998,40,90,77,39,6268,4713,3133,528,29.913,30.045,95.77,91783,220894,123793,+0.4,118925,127338621,61178055,33583067,53232044,4861275,59088674,3973998,3280683,0,493694,9392578,2948550,20118132,33987826,28542901,3876872,1568053,2604892,7715,175081,110,25839,18640,621345,67.95,94.22,1399754,"84,206,495 ","20,698,428 ","13,519,266 ","23,470,415 ","13,621,358 ","12,897,028 ","37,214,167 ","21,534,017 ","23,406,845 ","14,813,869 ","8,717,476 ","4,608,043 ","25,053,461 ","30,885,616 ","46,003,466 ","4,232,345 ","15,044,206 ",716325,31253,1055520
01/07/2013,635232,3863007,306,102.59,29.95,3963800,3335468,40,90,77,39,6354,4713,3133,543,29.905,30.019,104.67,100183,248683,107710,+0.2,117861.1,127338621,72351246,27982270,88915677,5551944,31928648,9464741,16742234,0,538287,10056908,4048969,8367629,34138010,28896753,3836490,1404767,2761838,7801,176233,110,25834,18892,609412,70.46,93.65,1468633,"86,208,153 ","20,121,635 ","14,615,000 ","24,605,571 ","14,145,657 ","12,720,290 ","37,453,217 ","20,382,121 ","24,442,663 ","14,315,841 ","8,879,539 ","4,119,043 ","26,697,996 ","31,615,037 ","50,408,517 ","4,253,050 ","15,831,831 ",831946,29563,1228212
01/08/2013,686684,3863007,306,102.72,29.95,3963800,3335468,40,90,77,39,6517,4713,3133,546,29.864,29.978,106.57,128735,240490,121910,-0.5,117861.1,127338621,46710103,24748929,34427372,5418632,5459427,13979003,3726695,0,1326104,6224557,4126260,13619732,34777594,29477543,3890423,1409628,2799070,7866,177023,110,25834,19054,614640,70.93,93.08,1518781,"91,927,349 ","20,819,750 ","15,815,585 ","24,766,171 ","17,511,716 ","13,014,127 ","38,348,475 ","20,240,114 ","24,051,109 ","14,765,265 ","9,065,529 ","4,337,426 ","27,277,386 ","31,317,315 ","35,491,790 ","4,176,912 ","15,622,542 ",844011,41797,1070373
01/09/2013,674072,3863007,306,104.06,29.95,3963800,3335468,40,90,77,39,6366,4713,3133,539,29.508,29.622,106.29,121895,270788,85808,-0.4,117861.1,127338621,58689680,26792623,35266831,5364922,1398059,15531735,1665940,0,1772988,5192784,5143201,10964558,33012808,27725412,3824247,1463149,2518693,7920,177628,110,25846,18455,615173,66.31,92.34,1420299,"87,023,317 ","22,351,753 ","13,700,625 ","23,218,331 ","14,577,190 ","13,175,418 ","40,347,104 ","21,290,666 ","26,145,416 ","15,625,990 ","8,495,191 ","4,240,803 ","25,815,864 ","26,933,202 ","41,230,121 ","4,404,149 ","15,970,191 ",804656,32270,946807
01/10/2013,679028,3977644,306,103.78,29.63,4088794,3380146,40,90,77,39,6394,4713,3133,538,29.332,29.446,100.54,128795,221004,92095,+0.3,125521.5,127338621,48895788,24770049,36627483,6464395,1386490,5929390,4112313,0,2862314,5820128,3272673,23786994,32096184,26857448,3711457,1527279,2592311,8000,178460,110,25846,19317,623124,63.21,94.71,1390614,"98,342,845 ","35,368,117 ","13,171,511 ","23,428,924 ","12,883,961 ","13,490,332 ","38,328,047 ","25,501,756 ","30,715,666 ","16,089,445 ","9,216,468 ","4,203,649 ","26,512,903 ","28,236,448 ","45,026,519 ","4,115,101 ","16,099,561 ",769154,33457,848046
01/11/2013,731430,3977644,306,103.04,29.63,4088794,3380146,40,90,77,39,6462,4713,3133,540,29.521,29.635,93.86,138359,236031,94945,+1.2,125521.5,127338621,41032421,27956538,27930352,6422269,1135678,9781695,3785755,0,4152135,6448013,5276794,12095589,32452762,27066121,3835654,1550987,2504282,8082,179509,111,26081,19104,636796,65.59,94.49,1380357,"93,490,760 ","32,925,100 ","12,431,917 ","22,364,716 ","12,691,449 ","13,077,578 ","37,527,642 ","25,248,065 ","27,099,992 ","14,817,108 ","9,506,713 ","4,004,135 ","26,399,269 ","27,946,137 ","47,850,583 ","4,430,062 ","15,945,288 ",789259,35517,735909
01/12/2013,804328,3977644,306,102.94,29.63,4088794,3380146,40,90,77,39,6361,4713,3133,547,29.71,29.824,97.63,142977,240629,122365,+1.1,125521.5,127338621,48034909,46853011,37955861,10135790,-50971,4416748,1798211,0,4235092,15078656,5102856,99596493,35177567,29773483,3857963,1546121,2639836,8156,180332,111,26074,19887,641516,65.62,93.09,1401199,"90,697,015 ","26,165,464 ","13,291,715 ","22,399,605 ","14,919,928 ","13,920,303 ","39,403,447 ","24,817,555 ","27,126,150 ","15,094,795 ","9,876,149 ","4,181,906 ","26,850,629 ","32,646,479 ","52,536,310 ","4,768,978 ","17,515,163 ",760602,44862,660843
01/01/2014,667234,3857600,303,103.26,30.36,4028030,3393626,39,88,78,38,6399,4831,3472,572,30.223,30.337,94.62,113301,268861,73629,+0.3,120767.1,127131800,111189151,36654685,105425966,7642148,81231123,17291318,15181442,0,937012,5692777,1515160,53698760,37319424,32184480,3713081,1421863,2563258,8244,181274,111,26086,19175,618534,63.61,94.78,1388277,"98,067,172 ","26,165,673 ","14,796,031 ","23,016,871 ","20,726,122 ","13,362,475 ","40,729,993 ","25,143,234 ","26,587,696 ","14,343,892 ","9,867,128 ","4,623,620 ","27,087,843 ","34,043,065 ","52,636,732 ","4,799,388 ","18,385,316 ",806568,37127,679755
01/02/2014,758179,3857600,303,102.86,30.36,4028030,3393626,39,88,78,38,5238,4831,3472,559,30.238,30.352,100.82,136654,305390,91294,+0.4,120767.1,127131800,43039130,15678152,21861755,3336107,12739310,18702052,14538,0,1009994,8084239,1042043,5542845,34752847,29946340,3587144,1219363,2500958,8312,181954,111,26086,18596,664126,70.28,92.96,1511706,"81,505,091 ","22,421,124 ","11,864,745 ","21,592,334 ","11,610,053 ","14,016,835 ","37,826,470 ","21,907,242 ","24,203,903 ","13,467,495 ","9,424,563 ","4,495,140 ","23,196,160 ","29,648,079 ","33,755,808 ","3,992,819 ","14,462,248 ",860699,30445,736258
01/03/2014,880398,3857600,303,103.05,30.36,4028030,3393626,39,88,78,38,6543,4831,3472,555,30.404,30.518,100.8,163458,361470,98332,+0.3,120767.1,127131800,48540029,23340829,41657867,4812775,4189590,20551082,6036200,0,1157511,10901585,2043956,16933847,33623277,28371770,3817562,1433945,2741148,8371,183073,112,26198,19886,641499,65.59,94.16,1501445,"83,334,958 ","19,602,116 ","12,688,289 ","24,209,303 ","13,169,608 ","13,665,642 ","37,204,737 ","20,932,501 ","23,318,243 ","14,471,968 ","8,957,595 ","4,550,319 ","25,902,223 ","25,741,026 ","46,999,677 ","4,210,208 ","15,821,497 ",926343,34448,732890
01/04/2014,891875,3919678,303,103.74,30.16,4040263,3409817,39,88,78,38,6449,4831,3472,568,30.121,30.234,102.07,116570,377197,146097,+0.3,121043.6,127131800,52381195,29767377,33006282,7149902,4862132,1227852,9306872,0,865658,11491602,3597831,11570290,32079032,26844643,3759881,1474508,2789298,8455,183575,112,26198,19511,650374,67.69,94.96,1489735,"87,051,913 ","24,523,585 ","12,520,499 ","23,831,889 ","12,532,952 ","13,642,988 ","36,675,330 ","21,832,149 ","24,893,667 ","14,595,674 ","9,164,812 ","4,364,853 ","25,438,946 ","28,416,549 ","48,079,389 ","4,301,782 ","16,240,859 ",971340,32098,919154
01/05/2014,817735,3919678,303,103.9,30.16,4040263,3409817,39,88,78,38,6748,4831,3472,567,29.928,30.042,102.18,133438,333845,116585,+0.2,121043.6,127131800,44792122,25296443,39645288,5619279,7988634,4750793,5568937,0,537187,15314365,6993926,13922992,35329782,29944610,3880609,1504563,2772672,8503,184827,112,26198,19670,634513,66.05,93.63,1464665,"91,017,872 ","24,420,439 ","13,333,605 ","25,188,774 ","14,093,554 ","13,981,500 ","37,880,453 ","22,014,960 ","24,659,981 ","14,721,592 ","9,267,937 ","4,587,424 ","26,242,586 ","29,272,225 ","48,662,827 ","4,449,070 ","16,936,781 ",945683,30466,1082794
01/06/2014,805963,3919678,303,104.43,30.16,4040263,3409817,39,88,78,38,6418,4831,3472,569,29.805,29.919,105.79,119697,315166,133550,+0.2,121043.6,127131800,61523142,39029500,44102374,5425202,62569351,3174687,5669959,0,453940,8731930,1312636,82992807,35282737,29829203,3863678,1589856,2841662,8590,185546,112,26198,18849,628315,66.85,94.82,1456794,"87,867,650 ","21,178,890 ","13,726,352 ","24,765,863 ","14,198,469 ","13,998,076 ","37,637,727 ","22,140,115 ","24,691,271 ","15,592,785 ","8,957,090 ","4,625,002 ","26,776,570 ","29,375,088 ","54,212,812 ","4,231,715 ","16,936,781 ",963988,30454,1146874
01/07/2014,808701,4090204,303,104.4,30.06,4187882,3521932,39,88,78,38,6585,4831,3472,592,29.922,30.035,103.59,117564,343709,132831,+0.3,118572.8,127131800,75117410,24832372,84404788,6432523,29077561,9308645,15183129,0,449407,8239797,2121684,3696511,35316375,30029675,3845109,1441591,3010843,8674,186206,112,26198,19320,623225,69.33,93.15,1578474,"93,151,654 ","21,891,308 ","15,334,357 ","26,126,135 ","15,870,497 ","13,929,357 ","37,980,485 ","21,023,139 ","24,984,626 ","14,956,806 ","9,161,806 ","4,562,404 ","27,862,256 ","32,178,480 ","55,059,941 ","4,211,268 ","17,345,076 ",1027833,29859,1250243
01/08/2014,812516,4090204,303,104.85,30.06,4187882,3521932,39,88,78,38,6536,4831,3472,581,29.841,29.955,96.54,148531,312549,147903,-0.5,118572.8,127131800,48922895,26459170,35956989,5307616,159836,15782823,3813242,0,904914,7759055,7214058,22650323,36470279,30912924,4122623,1434732,2983119,8727,186694,112,26198,20170,650655,71.18,94.08,1685271,"95,191,260 ","21,885,402 ","16,452,576 ","25,511,456 ","17,368,720 ","13,973,106 ","42,198,142 ","20,911,376 ","26,157,290 ","15,588,947 ","9,693,715 ","4,482,922 ","26,845,465 ","30,896,862 ","37,653,940 ","4,168,605 ","17,038,825 ",972654,41212,989352
01/09/2014,809562,4090204,303,104.8,30.06,4187882,3521932,39,88,78,38,6241,4831,3472,570,30.366,30.48,93.21,140574,341729,105865,+0.5,118572.8,127131800,61957713,24702593,38505819,4969715,1493133,15961260,1791098,0,933810,8042653,1470727,40163893,32745971,27549584,3665280,1531107,2587035,8825,188368,112,26198,18630,621012,63.78,93.37,1463445,"90,311,516 ","23,224,526 ","14,477,316 ","24,683,580 ","14,637,631 ","13,288,463 ","38,422,980 ","21,283,481 ","26,394,275 ","16,733,090 ","8,839,278 ","4,160,304 ","25,352,336 ","29,092,402 ","48,851,927 ","4,024,321 ","17,529,966 ",925846,31099,819582
01/10/2014,846627,4229918,303,104.87,30.89,4310669,3575725,39,88,78,38,6273,4831,3472,577,30.375,30.49,84.4,141713,347778,95217,+0.7,127271.8,127131800,47878885,24743214,31607508,6928687,2682432,5228213,5053223,0,2264759,10431952,4301749,51310755,32388254,27108901,3701490,1577863,2754693,8880,186933,112,26288,20054,646907,64.84,95.07,1519681,"101,417,756 ","37,065,492 ","13,900,406 ","22,734,889 ","13,142,919 ","14,574,050 ","36,990,648 ","26,331,344 ","30,978,669 ","17,180,936 ","9,748,646 ","4,603,450 ","24,540,075 ","30,807,152 ","48,646,330 ","4,424,423 ","17,846,791 ",986110,31819,829923
01/11/2014,859007,4229918,303,103.92,30.89,4310669,3575725,39,88,78,38,6073,4831,3472,583,30.884,31,75.79,152171,332517,99443,+1.6,127271.8,127131800,38029695,29760506,28862176,5256894,1300780,9807119,3807096,0,2485054,6938849,2666250,19693263,32471455,27101617,3804349,1565489,2688695,8978,190246,113,26674,19280,642661,64.25,93.69,1465687,"99,198,077 ","34,358,052 ","13,640,357 ","23,709,973 ","13,385,854 ","14,103,841 ","37,020,880 ","24,686,428 ","30,044,398 ","14,874,199 ","9,387,322 ","4,109,643 ","22,222,916 ","28,593,688 ","48,133,278 ","4,412,521 ","17,652,954 ",953929,31464,696289
01/12/2014,952407,4229918,303,103.56,30.89,4310669,3575725,39,88,78,38,6050,4831,3472,587,31.577,31.692,59.29,151119,346941,135024,+0.5,127271.8,127131800,52162261,57573909,39427205,8623622,1115767,3627156,1782152,0,7158178,16952979,5165885,83887550,35160435,29384522,4111809,1664104,2862400,9084,191704,114,26724,19685,634993,61.65,95.49,1367259,"98,391,510 ","29,399,298 ","14,483,687 ","23,798,523 ","15,088,114 ","15,621,888 ","40,796,057 ","27,589,129 ","31,226,528 ","16,414,065 ","10,100,922 ","4,453,632 ","21,595,270 ","31,813,208 ","52,992,660 ","4,879,066 ","19,569,104 ",954103,41888,680248
01/01/2015,752271,4176433,305,102.29,31.59,4358757,3690084,39,87,77,39,6205,4812,3671,606,31.448,31.562,47.22,121510,321458,74302,+0.1,123016.7,?,91289533,26307114,106470304,3708085,82429151,15851377,15462741,0,753486,863884,1710985,63401714,34947403,29749514,3597674,1600215,2652754,9157,193112,114,26764,19316,623104,61.49,95.71,1457345,"90,039,895 ","22,939,792 ","13,939,213 ","22,886,439 ","16,108,622 ","14,165,829 ","38,005,573 ","23,530,434 ","27,408,210 ","14,358,451 ","9,585,896 ","4,538,626 ","18,685,782 ","32,137,894 ","57,649,598 ","4,622,681 ","18,578,438 ",896808,38394,639641
01/02/2015,817183,4176433,305,102.65,31.59,4358757,3690084,39,87,77,39,5087,4812,3671,632,31.347,31.461,50.58,104194,406239,97216,+0.1,123016.7,?,53547153,19460735,28306235,6782285,12675353,21168033,1272592,0,638566,8598543,992314,180414,38466264,33459363,3781628,1225273,2805988,9237,194262,114,26764,18568,663145,69.27,92.86,1609548,"100,688,168 ","28,551,191 ","14,642,474 ","22,977,206 ","18,747,337 ","15,769,960 ","41,838,164 ","24,574,894 ","25,373,575 ","14,448,292 ","10,389,184 ","4,780,606 ","17,413,842 ","32,297,499 ","36,663,675 ","4,165,446 ","17,259,514 ",1030987,32336,721724
01/03/2015,861592,4176433,305,102.41,31.59,4358757,3690084,39,87,77,39,6240,4812,3671,589,31.238,31.351,47.82,167074,279703,114473,+0.2,123016.7,?,47266746,24714116,40239762,5161460,5024035,19433462,2732259,0,1109491,11684590,366585,15646626,34269276,29010440,3829970,1428866,3011597,9261,194839,113,26710,20091,648103,62.25,93.01,1488528,"85,834,390 ","21,160,894 ","13,575,144 ","24,151,135 ","13,198,305 ","13,748,912 ","37,904,784 ","21,332,075 ","23,399,370 ","14,859,388 ","9,271,214 ","4,561,256 ","20,106,195 ","26,886,118 ","50,086,698 ","4,200,613 ","17,770,861 ",903300,33807,646842
01/04/2015,888011,4052079,305,102.89,30.99,4137324,3530432,39,87,77,39,6480,4812,3671,610,30.548,30.661,54.45,111026,358798,145479,-0.2,?,?,56910105,22455085,34045309,5671915,3874615,1788323,9317412,0,997142,11540926,2311578,10136026,32880325,27594695,3836482,1449148,3012902,9306,195944,113,26710,19477,649225,65.66,94.94,1545603,"90,722,226 ","26,159,752 ","13,580,148 ","24,135,377 ","13,043,853 ","13,803,096 ","37,552,047 ","21,940,813 ","24,525,561 ","15,302,439 ","9,105,590 ","4,508,736 ","19,247,772 ","28,841,586 ","47,823,796 ","4,324,543 ","16,772,573 ",1001420,31680,805032
01/05/2015,866380,4052079,305,103.14,30.99,4137324,3530432,39,87,77,39,6609,4812,3671,606,30.632,30.746,59.27,124464,372766,124758,-0.2,?,?,44628190,25619046,39476965,6473437,7159467,5126171,5552214,0,320084,12168612,5847645,20087119,36780079,31253766,4003469,1522844,2987781,9408,197351,113,26710,19798,638636,64.59,93.39,1550332,"96,251,827 ","26,280,230 ","14,752,812 ","25,536,814 ","14,742,741 ","14,939,230 ","38,506,060 ","23,131,378 ","24,863,573 ","15,296,843 ","9,502,951 ","4,561,711 ","20,520,415 ","29,492,399 ","48,269,705 ","4,643,677 ","16,963,355 ",1030572,32461,907216
